state,instance,split,generation,seed,rep,policy,decodes,budget,gain,batches,evaluated,feature_seconds,wall_seconds
Mk03-202-19,Mk03,validation,19,202,1,fixed,96,96,0.014302883905352516,24,96,0.01995960000931518,0.2864406000007875
Mk03-202-19,Mk03,validation,19,202,1,round,95,96,0.012589589117767476,37,63,0.03044079998653615,0.3868399999992107
Mk03-202-19,Mk03,validation,19,202,1,stop,96,96,0.014102572699297955,28,84,0.023582000001624692,0.320160000002943
Mk03-202-19,Mk03,validation,19,202,1,feedback,96,96,0.006837351837989185,29,80,0.02697069998976076,0.34993370000302093
Mk03-202-19,Mk03,validation,19,202,2,fixed,96,96,0.02754606645200005,24,96,0.01973919998999918,0.2884191000048304
Mk03-202-19,Mk03,validation,19,202,2,round,96,96,0.006204755721972424,39,60,0.03342559998418437,0.4058828999986872
Mk03-202-19,Mk03,validation,19,202,2,stop,96,96,0.02754606645200005,24,96,0.023129100001824554,0.31863040000462206
Mk03-202-19,Mk03,validation,19,202,2,feedback,96,96,0.014996919852225012,31,78,0.028504599998996127,0.3574226000055205
Mk03-303-0,Mk03,validation,0,303,0,fixed,96,96,0.08066312529211861,24,96,0.021201100025791675,0.3104657999938354
Mk03-303-0,Mk03,validation,0,303,0,round,96,96,0.05385820752876876,39,64,0.03414069998689229,0.41899560000456404
Mk03-303-0,Mk03,validation,0,303,0,stop,96,96,0.08066312529211861,24,96,0.020548900007270277,0.3026694000000134
Mk03-303-0,Mk03,validation,0,303,0,feedback,96,96,0.04816777147875212,32,64,0.02796140003192704,0.32903300000180025
Mk03-303-0,Mk03,validation,0,303,1,fixed,96,96,0.04920734986040768,24,96,0.020648100013204385,0.29866900000342866
Mk03-303-0,Mk03,validation,0,303,1,round,96,96,0.044048870344200575,37,69,0.03220490000239806,0.41227900000376394
Mk03-303-0,Mk03,validation,0,303,1,stop,96,96,0.04920734986040768,24,96,0.020023500008392148,0.2979172999985167
Mk03-303-0,Mk03,validation,0,303,1,feedback,96,96,0.04569636548127801,30,82,0.025829300022451207,0.34062859999539796
Mk03-303-0,Mk03,validation,0,303,2,fixed,96,96,0.08001299711663602,24,96,0.020052699983352795,0.2916225000008126
Mk03-303-0,Mk03,validation,0,303,2,round,96,96,0.07947129112517351,38,67,0.03337699997064192,0.41891079999913927
Mk03-303-0,Mk03,validation,0,303,2,stop,96,96,0.08001299711663602,24,96,0.021015099999203812,0.30606759999500355
