state,instance,split,seed,generation,population_index,fraction,n,rep,group,rng_seed,feature_seconds_all_groups,attempts,evaluated,outside,noop,duplicate,decodes,gain,gain_per_decode,gain_per_budget,wall_seconds
Mk01-101-0,Mk01,explore,101,0,10,0.25,5,1,C,17030853037537132519,0.00040379999700235203,25,8,16,0,1,8,0.02025515794673966,0.0025318947433424577,0.0025318947433424577,0.006936599995242432
Mk01-101-0,Mk01,explore,101,0,10,0.25,5,1,W,17030853037537132519,0.00040379999700235203,54,8,42,0,4,8,0.014024670639242563,0.0017530838299053204,0.0017530838299053204,0.00809540000045672
Mk01-101-0,Mk01,explore,101,0,10,0.25,5,1,L,17030853037537132519,0.00040379999700235203,25,8,17,0,0,8,0.01646562321899532,0.002058202902374415,0.002058202902374415,0.006967200002691243
Mk01-101-0,Mk01,explore,101,0,10,0.25,5,2,R,11173523613141322042,0.00039909999759402126,26,8,16,0,2,8,0.0225355527966834,0.002816944099585425,0.002816944099585425,0.007389300000795629
Mk01-101-0,Mk01,explore,101,0,10,0.25,5,2,S,11173523613141322042,0.00039909999759402126,26,8,15,0,3,8,0.013917668042489775,0.0017397085053112219,0.0017397085053112219,0.006997799995588139
Mk01-101-0,Mk01,explore,101,0,10,0.25,5,2,A,11173523613141322042,0.00039909999759402126,40,8,31,0,1,8,0.017016812946164632,0.002127101618270579,0.002127101618270579,0.007832600000256207
Mk01-101-0,Mk01,explore,101,0,10,0.25,5,2,C,11173523613141322042,0.00039909999759402126,39,8,27,0,4,8,0.01356182067037034,0.0016952275837962924,0.0016952275837962924,0.007451599994965363
Mk01-101-0,Mk01,explore,101,0,10,0.25,5,2,W,11173523613141322042,0.00039909999759402126,40,8,32,0,0,8,0.013136177858951244,0.0016420222323689055,0.0016420222323689055,0.007558800003607757
Mk01-101-0,Mk01,explore,101,0,10,0.25,5,2,L,11173523613141322042,0.00039909999759402126,33,8,23,0,2,8,0.017016812946164632,0.002127101618270579,0.002127101618270579,0.0073524000035831705
Mk01-101-0,Mk01,explore,101,0,10,0.25,6,0,R,14283355467250569895,0.00040689999877940863,6,1,0,0,5,7,2.2551405187698492e-17,3.221629312528356e-18,2.8189256484623115e-18,0.004378099998575635
Mk01-101-0,Mk01,explore,101,0,10,0.25,6,0,S,14283355467250569895,0.00040689999877940863,6,1,0,0,5,7,2.2551405187698492e-17,3.221629312528356e-18,2.8189256484623115e-18,0.0047338000003946945
Mk01-101-0,Mk01,explore,101,0,10,0.25,6,0,A,14283355467250569895,0.00040689999877940863,6,1,0,0,5,7,2.2551405187698492e-17,3.221629312528356e-18,2.8189256484623115e-18,0.0044239999988349155
Mk01-101-0,Mk01,explore,101,0,10,0.25,6,0,C,14283355467250569895,0.00040689999877940863,6,1,0,0,5,7,2.2551405187698492e-17,3.221629312528356e-18,2.8189256484623115e-18,0.0043597000039881095
Mk01-101-0,Mk01,explore,101,0,10,0.25,6,0,W,14283355467250569895,0.00040689999877940863,7,0,7,0,0,7,0.0,0.0,0.0,0.00418290000379784
Mk01-101-0,Mk01,explore,101,0,10,0.25,6,0,L,14283355467250569895,0.00040689999877940863,6,1,0,0,5,7,2.2551405187698492e-17,3.221629312528356e-18,2.8189256484623115e-18,0.004913199998554774
Mk01-101-0,Mk01,explore,101,0,10,0.25,6,1,R,11188146548007959103,0.00039960000140126795,6,1,0,0,5,7,2.2551405187698492e-17,3.221629312528356e-18,2.8189256484623115e-18,0.004384700005175546
Mk01-101-0,Mk01,explore,101,0,10,0.25,6,1,S,11188146548007959103,0.00039960000140126795,6,1,0,0,5,7,2.2551405187698492e-17,3.221629312528356e-18,2.8189256484623115e-18,0.004361200000857934
Mk01-101-0,Mk01,explore,101,0,10,0.25,6,1,A,11188146548007959103,0.00039960000140126795,6,1,0,0,5,7,2.2551405187698492e-17,3.221629312528356e-18,2.8189256484623115e-18,0.004966199994669296
Mk01-101-0,Mk01,explore,101,0,10,0.25,6,1,C,11188146548007959103,0.00039960000140126795,6,1,0,0,5,7,2.2551405187698492e-17,3.221629312528356e-18,2.8189256484623115e-18,0.004389100002299529
Mk01-101-0,Mk01,explore,101,0,10,0.25,6,1,W,11188146548007959103,0.00039960000140126795,7,0,7,0,0,7,0.0,0.0,0.0,0.004164999998465646
Mk01-101-0,Mk01,explore,101,0,10,0.25,6,1,L,11188146548007959103,0.00039960000140126795,6,1,0,0,5,7,2.2551405187698492e-17,3.221629312528356e-18,2.8189256484623115e-18,0.004522499999438878
Mk01-101-0,Mk01,explore,101,0,10,0.25,6,2,R,2419321177885460419,0.0004048000046168454,7,0,7,0,0,7,0.0,0.0,0.0,0.004606000002240762
Mk01-101-0,Mk01,explore,101,0,10,0.25,6,2,S,2419321177885460419,0.0004048000046168454,6,1,0,0,5,7,2.2551405187698492e-17,3.221629312528356e-18,2.8189256484623115e-18,0.004389499998069368
Mk01-101-0,Mk01,explore,101,0,10,0.25,6,2,A,2419321177885460419,0.0004048000046168454,6,1,0,0,5,7,2.2551405187698492e-17,3.221629312528356e-18,2.8189256484623115e-18,0.00436259999696631
Mk01-101-0,Mk01,explore,101,0,10,0.25,6,2,C,2419321177885460419,0.0004048000046168454,6,1,0,0,5,7,2.2551405187698492e-17,3.221629312528356e-18,2.8189256484623115e-18,0.0048540999996475875
Mk01-101-0,Mk01,explore,101,0,10,0.25,6,2,W,2419321177885460419,0.0004048000046168454,7,0,7,0,0,7,0.0,0.0,0.0,0.004180900003120769
Mk01-101-0,Mk01,explore,101,0,10,0.25,6,2,L,2419321177885460419,0.0004048000046168454,6,1,0,0,5,7,2.2551405187698492e-17,3.221629312528356e-18,2.8189256484623115e-18,0.0043671000021276996
Mk01-101-0,Mk01,explore,101,0,10,0.5,1,0,R,12786368997530810769,0.00040189999708672985,320,5,311,2,2,5,0.015679409316029527,0.0031358818632059053,0.001959926164503691,0.01206060000549769
Mk01-101-0,Mk01,explore,101,0,10,0.5,1,0,S,12786368997530810769,0.00040189999708672985,320,2,315,2,1,2,0.0,0.0,0.0,0.009274899995943997
Mk01-101-0,Mk01,explore,101,0,10,0.5,1,0,A,12786368997530810769,0.00040189999708672985,320,3,314,2,1,3,0.013561400989726516,0.004520466996575505,0.0016951751237158144,0.010386100002506282
Mk01-101-0,Mk01,explore,101,0,10,0.5,1,0,C,12786368997530810769,0.00040189999708672985,320,2,316,2,0,2,0.013561400989726516,0.006780700494863258,0.0016951751237158144,0.009582200000295416
Mk01-101-0,Mk01,explore,101,0,10,0.5,1,0,W,12786368997530810769,0.00040189999708672985,320,4,314,2,0,4,0.013926032230840773,0.0034815080577101933,0.0017407540288550967,0.010596699998131953
Mk01-101-0,Mk01,explore,101,0,10,0.5,1,0,L,12786368997530810769,0.00040189999708672985,320,7,310,2,1,7,0.0175385912643961,0.0025055130377708715,0.0021923239080495127,0.014184100000420585
Mk01-101-0,Mk01,explore,101,0,10,0.5,1,1,R,14951186543059130062,0.0004011999990325421,195,8,186,0,1,8,0.022145420547059196,0.0027681775683823994,0.0027681775683823994,0.011732500002835877
Mk01-101-0,Mk01,explore,101,0,10,0.5,1,1,S,14951186543059130062,0.0004011999990325421,320,6,314,0,0,6,0.008988504654633462,0.001498084109105577,0.0011235630818291827,0.013291499999468215
Mk01-101-0,Mk01,explore,101,0,10,0.5,1,1,A,14951186543059130062,0.0004011999990325421,207,8,198,0,1,8,0.009834483494341116,0.0012293104367926396,0.0012293104367926396,0.011260899998887908
Mk01-101-0,Mk01,explore,101,0,10,0.5,1,1,C,14951186543059130062,0.0004011999990325421,314,8,304,0,2,8,0.01424039761068808,0.00178004970133601,0.00178004970133601,0.015000100000179373
Mk01-101-0,Mk01,explore,101,0,10,0.5,1,1,W,14951186543059130062,0.0004011999990325421,314,8,306,0,0,8,0.013561400989726516,0.0016951751237158144,0.0016951751237158144,0.014878599999065045
Mk01-101-0,Mk01,explore,101,0,10,0.5,1,1,L,14951186543059130062,0.0004011999990325421,320,5,315,0,0,5,0.013561400989726516,0.002712280197945303,0.0016951751237158144,0.012113999997382052
Mk01-101-0,Mk01,explore,101,0,10,0.5,1,2,R,4946144930872295661,0.0004079999998793937,320,4,313,3,0,4,4.9966683053851574e-05,1.2491670763462893e-05,6.245835381731447e-06,0.011972100001003128
Mk01-101-0,Mk01,explore,101,0,10,0.5,1,2,S,4946144930872295661,0.0004079999998793937,320,4,313,3,0,4,0.008988504654633462,0.0022471261636583654,0.0011235630818291827,0.011225200003536884
Mk01-101-0,Mk01,explore,101,0,10,0.5,1,2,A,4946144930872295661,0.0004079999998793937,320,4,313,3,0,4,0.009834483494341116,0.002458620873585279,0.0012293104367926396,0.01098910000291653
Mk01-101-0,Mk01,explore,101,0,10,0.5,1,2,C,4946144930872295661,0.0004079999998793937,320,5,312,3,0,5,0.008988504654633462,0.0017977009309266922,0.0011235630818291827,0.012069600001268554
Mk01-101-0,Mk01,explore,101,0,10,0.5,1,2,W,4946144930872295661,0.0004079999998793937,312,8,301,3,0,8,3.2959746043559335e-17,4.119968255444917e-18,4.119968255444917e-18,0.014181999998982064
Mk01-101-0,Mk01,explore,101,0,10,0.5,1,2,L,4946144930872295661,0.0004079999998793937,320,6,311,3,0,6,0.02091845809383109,0.0034864096823051817,0.002614807261728886,0.012733800002024509
Mk01-101-0,Mk01,explore,101,0,10,0.5,2,0,R,8638071383423275349,0.00041280000004917383,320,0,320,0,0,0,0.0,,0.0,0.01010889999452047
